更新时间,#genre#
08-12 09:00_少年CBA全国挑战赛_少年CBA·中国人寿全国挑战赛全国总决赛Day2_[回放]湖北洪山中心vs中国人寿郑州八十五中学,https://migu.188766.xyz/play?migutoken=254325d5098b790a49f239e29437b0e5&id=iFjM%2FAFAH5aBWUZR5xBftCaGEcg9tJ44uZLG0OJiJSJ7Kcc88V5NhGjGF7Bf8Uy6nelhjmnWTiDL%2Bu0gZidHhr0uzzE53%2FSGPG4cYc7i%2FVuWAmQcNr1klZuaoQnHfCKGrOsN%2B4A9Qb5hUDTPZo4FgPbt2jxJyS19TTBPUWz9BSNQTuT227IuCsNqiyPt%2Fqie8eRUuMeINWxgarYUA6Usbh1f9GZgLRHH6frshLVW6iE%3D&name=1dUSHVfCmhuTjAyesZ2xKbN6fFz2VP9ZP%2FxwMEYWc3qlCcM8RxefrZeKgSEqi%2BI6NENZn%2FINipzSw5Ejd3OganMJkeQ9%2FmXGJgMNgXAvVnbsny2FykfMOtZ2zGL%2Bj52%2F%2B3xzl7eIMo1yQakfp%2B7hidwiMBkMRlgTZP%2B6nkh1r3fwP%2Bvls3kn5hGZocTv3aiU6CbMTtVDs4TqFIdf%2BNMvZ48w%2BQ7pGc%2FvN5%2FfOPH1%2ByI%3D
08-12 09:00_少年CBA全国挑战赛_少年CBA·中国人寿全国挑战赛全国总决赛Day2_[回放]浙江广厦vs南京Attack,https://migu.188766.xyz/play?migutoken=600fbf9b47d1d1f848c1794b9564b743&id=DR4wE1GODfFN1hw9li2wr%2FqcOCE4Jf4UgD1nVgdUS0M7qFRYFz6usKS4c5IyX7a1tgCuH8D98%2BE3XQP0GVBeEphT89VOySQuVra0UO4OjMv44eaeCFNbd6P5lNIKkHg8YEmzrgRO0LzOe2CzCJQmxENW%2BwnIUuxkEYSUBNeWXPCHkdY7r7uzmCoZpC31Jk0Xj1cQ1q6upbWnjjaOM22M24JRd1IQNgIQ%2F9dyFeT1yt4%3D&name=%2FqhfVXv7Sh0Ccuc6iC7xLsQsMvv51W%2FR8xMHBI8djoNdyrAfZGM5i8lAp6HYKpDPsZxXIXuJ8bfBjGQr9Q%2F6o00EsROklbV2Zmz7ra7iutXJTxUW62wb8Ilijvk7YnAH6EhUnecAb%2BXtEYVeRAtxL%2F9aoWaC7oO5PvFKAzLlxNu%2FBHv6r2jrivjx%2Fc5rMtBIadtCAycsBbJ8vHycBHm4Pg%3D%3D
08-12 09:00_少年CBA全国挑战赛_少年CBA·中国人寿全国挑战赛全国总决赛Day2_[回放]广发银行北大附中vs淮北相山路学校,https://migu.188766.xyz/play?migutoken=64155f62e40ac8627495416209b3a6ca&id=SG7CpDFlQwLf15wuBM1QAzgGOe4S1PUeurjB077LlFw9hDNkC2v%2BH0RKYhFXGXoKq2KV4haV0rn1vRj007vtXJ61IpaaMuUjhc7C0V7QRy8X9Nq6WkCldntdk1tOpdYN%2BiWiPPpuQF66PZdrc1p%2F9TIfAlacWgG8Yu1jcONiQh3PxoPCeN%2Bd4d%2B9W8mda4dLYuMwo3YfdyHWXhWgQb3pCm35NHsDyQLlq79dFfV9UBk%3D&name=3IrLsawOBsXniOjPji%2BgHwPp2JM4qp%2Fxolve6ge0v2WgxPxbbktBqbS%2BDR5v2TcV2sX7vhA9mhaRrHqpT22oEqWgTieQFB8J817O%2BlUE7qVsIk6e%2Fa92yelSW74vO3SsNZIpCm7DRVyp8TrqchttYo0eby804cjhN8bS7nXz4M%2F0fdt1nc88FyUBYyLRyjhvCNJ%2B%2B4Gpd9yaBnOtjvpYDKo5GeQV5LvGDF69fyB2xC8%3D
08-12 09:00_少年CBA全国挑战赛_少年CBA·中国人寿全国挑战赛全国总决赛Day2_[回放]川师青台山vs青岛国信海天,https://migu.188766.xyz/play?migutoken=8e35f3c933c20480ede76c6d88245a88&id=s6j4BEhimwZ6VggYeAtogp8pOWWcwuBYgGBSh2EZZJR84pEkuwB9i%2FGpsOmYJX%2FBXzCvQM5WKK5FNBTPfJGywpviTto%2BSOGt1PyngpmfwAa98Bk7Gzjc6VJfFjojFVDmGoTzqsaAY600ZcOIFTW5LABOd8yct6X8B2zqBGIkqtuh3AGp3yYZNHBhL30Ol555%2FJQROqeuqJEX58k%2FyHclKy3KWn27Z1e0bbACRSEXrYc%3D&name=mpw6tNh%2BCSvzltgoWgKepzvXs8AXGCCUovCB0gPJbvHvCGtbEHtWHbFUfDqGLMmjWrQ7N9XxcF7qBmGl97S5t%2B9CDqD9jczLa8yonmUhBYKP8tUgXHz5TqEKlpt1IPQwhvhIcVievosf6VxNShJogKl3Y1%2Fuv5e%2Bsc76hqqZlDshGOTdoFiPiMuTBn9%2FSazVK17YPuvatw0uRV5hez%2BCXA%3D%3D
08-12 09:00_少年CBA全国挑战赛_少年CBA·中国人寿全国挑战赛全国总决赛Day2_[回放]合肥U15vs八一中学,https://migu.188766.xyz/play?migutoken=21e1cbdc30ca0a34a2bcf914f6f31e59&id=HNdOfklldizmQkPGwL5fV0IeaO1byAMFCnYyUjxjqDxTbXYDA7GuigCb499L7TrhWqui%2Fhc4J5M66UQlK6eAdK%2B53uq5Z8niG%2B%2BxXeS%2BDaDtxLLl0cnpJoXgF77GNxWo0viTCr0JJ47fGCvY6%2B1BDkxKXQA%2BK3%2Bb40hK09QvNEUwm5xXYtZDczoUuna9hoYTU0Ves4%2FZPJeMXulSB2DF2YbSdo%2FaKAPbnPLAimZdxKM%3D&name=blnUe8T68QHRIp6e5ve8YPXc8fpyU1vbtLdm%2BZurgZdVmtICfnw%2BqT0IZe4vNt40IX%2B3rIUybdsFWWFTyHiCzMGK8mziN8SrIZWPM%2F6ofm8CYD3VTwuMVE5bWsZOUxMsl3lvnxkfKyHEeW3IVitpszBu8%2BX5f86NWnlSO6X4AooPlpVFBsa7e%2BuXl9m%2Bd3V95054dgJvY9igiSvyEyrx7Q%3D%3D
08-12 09:00_少年CBA全国挑战赛_少年CBA·中国人寿全国挑战赛全国总决赛Day2_[回放]中国人寿长沙明德华兴vs高新一中实验,https://migu.188766.xyz/play?migutoken=11e2f88b0fe014dbf6fd4859b1a473f2&id=2FQv4LQmPjsWqXgtSA6%2BcZEx1y7jMaC5zFRBHmJOUrOxjgQJUXCVIUtbIbSo4hc0F%2BE%2FVOFsM4k%2B1MGElna1gQAu22SQDYJrxC6Ua0z3HZrns6tHBe0%2FxjzsvvN4D1HaORM9tWDQ%2BB%2B%2FDjqxgRjq1vHh9muiXWCqlj4710phMePjEDaZ3HHrRyJu5eiBkNwkbSdHkXj9RaK45B8OCAmsP9qoIUvz5MzcMNNnHKGVglU%3D&name=2IK4u%2FW9M4yIqyAC6v1FwBxruNqGvxhkOEota0Te6%2BnCFV77A26TJYnfVs%2Bc6VlLlqOZcNtMEOsvAkrdsdNP9fJE0UjqYHNwqU%2Bcs3KRPrYSh7w20U43ki7ScGUiyBPvecX5yz6E6mfEoejUx7oZGMINDId15WZ8uYujCHu9zWYi02LSIak6dwM3vSwOI%2FH4%2FbfmXx0LkiAufUYwxwj8AfwOu1NvlPFBDj%2Blfo%2BUAUI%3D
08-12 09:00_少年CBA全国挑战赛_少年CBA·中国人寿全国挑战赛全国总决赛Day2_[回放]中国人寿郑州八十五中学vs南京Attack,https://migu.188766.xyz/play?migutoken=26aec19e2e79fbab90e5f0c89e6ce16f&id=rrxJjxSc8jaSzeJEBb1Dfh5p0ZJ4g7ilc%2Bo%2FXOE3jRVqq5JmsAfkGkl2AJmqBsJJNkrGGxsFbNyGTIwYdzyf07ULXS9jNbvlNI4GR4mYYYh6aimLEqeXXT31aR2Qi8KhbXvH3%2B2r9TZCT1euw97U%2FP1RGyoNt%2FhYaRqq2hhr0sGYB8i5pUc9tfafRWDz%2FrSeibUbVZmNxEkm0S8bW9gSGLBU9lbj%2FTsSH019s7pq8ew%3D&name=M3ZK0UUuh81Oop2UUi6SMmFW716vtEF09WMxgYTLGqvpzCYSI4Y4gkmhEm1YxA%2Fp3MbeaAIaDlKi9Qvk4Q631yz8A3McrrWx238HORFEUXPd%2FxJpQxFK%2B2n9uZq3ncl3sMkhdOw%2Fqdgu4%2FuG%2BrFW2fA%2FwoxktWh%2ByNHFOrb13eQl41DifpsY2fNpMKJl%2B5kUaGwJzDlqsHPh4yOBE8q23GGsfCaqetfA0TqsQKotCVA%3D
08-12 09:00_少年CBA全国挑战赛_少年CBA·中国人寿全国挑战赛全国总决赛Day2_[回放]中国人寿清华附中vs八一中学,https://migu.188766.xyz/play?migutoken=22963a7d0be0b3130438b669e44356a1&id=Veva7E%2BL%2FLdwx74wABAHDDcSN3jgK4hpuk4hfNqvArRM2VYl6Vez7VCwtNFtHTKFoj%2Bee5Ng7sbG3y%2BILXjKiXqpWCyJMxbXzpfAiEtL6vE%2FYo7t%2FwBr5KvktiZRUCoAKsvLztOkbKBzSVtxKFDCYs3Xqoz4ghF18vNcXXXAPk0PSFRIT7nZXmx%2BY91YXbULDGyf2ruBjnIqQ%2B7ksmpcGWaf3c3vsurWSN%2BRa%2B%2F0Vg4%3D&name=WVPBPdgZMBB9qPvoAuvEoevkhLm9vIppEE6peg5D2x9N9KPjhnfbJ%2B9OObM91JS5wVH%2FxZXRpUKZzlPzNx9mUVTXuIYwgrftrBlXXREnycyhBBjQt0FX%2B0083q6dgMulINTpuGYEygC9x6%2BlMQE9AnStIvFsv9TcA0m%2BrffHcUJhxJ7SOncbpk9edY9z8KZ%2FSNd%2FTNSQEupnSpAN6mzgIQZ01I%2F88KtGj67QA32V1fU%3D
08-12 09:00_少年CBA全国挑战赛_少年CBA·中国人寿全国挑战赛全国总决赛Day2_[回放]东莞烈阳vs合肥U15,https://migu.188766.xyz/play?migutoken=929a2080f76de1fad90d8da93dc3ce31&id=ij5HmSWBizOYTzbJHFlry9U51Kglz9SOD9XZxPZSdoq3LdZq5hU6W1uNd7kiCjwwgi4EnK4pGQ48KTEF1UTKF7bnowe3EciwmBIaTfQDR0OVGkanObiqF7SdUa%2FP1ksyIg7zedt8%2BTZtIk3SQNaqcLNyksJNlYDy%2FkLIdKHt%2FI%2Bh7ri4eCxDBwn9BorlCCvPAEBxCE0NFA4XtNznBbzMNpYY%2FtHYkttsCyq8%2BN0148s%3D&name=M3MIiedyvSvDuc7Kr1ixDUG4nK8VVpcJn7sEFg2Uea8RgTlDReuHieYoIaR7bvpEz7xxuQI3RYxfP7DXj2%2BaD9DdTzfDEQZtfvl1HFcPL2WR5tQy%2F190cIA3os7GwuoEPq9wO%2FgnwVoSjjZbkcKf5Yl19Or3ljGLz%2FJFEEL11Axo7piNb76sfjFqZAAg5Nc2UoSnDMdGMK7%2BAmEyEfTmBQ%3D%3D
08-12 09:00_少年CBA全国挑战赛_少年CBA·中国人寿全国挑战赛全国总决赛Day2_[回放]东莞烈阳vs中国人寿清华附中,https://migu.188766.xyz/play?migutoken=cf8a0fe9a8a0544478d2fd053c51df65&id=7PmXjSYh48bEWMpqosUn37p0n5wr5Epymol42Q9L6WrbZTtyUulkTtKQ4%2B%2BMdqPBYkdn7ftZL%2B7z7oo%2FNIBjytunUOa8fbquq%2B8JrkuDAByWO8W0ga8LUgrDQt%2FcVGySd9Uet%2BXn66ASE2el8usDGzcsbqgLQoFBYMP%2B7lMhygwLgBJqgUMVQn9eXkJrmC60Q6sBQNkOFHYgMJHAS8yMaCq%2BD30c1h%2FOqbjxHpTEDHY%3D&name=QYI8Vms09DWl9thebkEFLNFOpkrCsU3CsQHDXRMjb2e3BEE8Ra5BGgYCFrulQHBHyTLNHADKkLMwSEiTfE0WItEl0r4uPQHkeJjC0JpfXckzg1KYRdyQHZFVhhRCUODoz%2FYKzrgwvTXDuRpzhR%2BGmYI19JA1BSLd54b%2FFCKA28lJNNWf3ej8YM8rwivqv9baEd81OSmXnGMqASPJ5X%2BAPFp5Dmfa5jDA1JXTjkE%2FEbw%3D
08-12 09:00_世运会射箭第五比赛日_射箭第五比赛日_全场回放（二）,https://migu.188766.xyz/play?migutoken=78203e515fc3055bbf67c46e462a7aa1&id=jnKwltDbubUnmi%2FBH1lMtWcT1UKk4hYKTDqu0pe1WeM4uYMSzhCBD%2FxrOPckgMDa66L%2BXNXY0gtTaBDEoUZl6GQFRw%2BEtqdZYmCVoMZdFe8yojVAT%2BWYtiorsLN5DFvqO7F8iaEupRsQiYAXpHwDak%2BvgHd8KHL7NzikzHoT0WQ%2FJbB8EPrrugPGQuYvTgPVLmd4ZQhbP9T%2BWOtdY23sWduDo31QGMy03PKiS0WlTX8%3D&name=zMwepvoM5QtG4vh5Ct90o5LgO0%2F7ke7sQTXazbRMtxJVO0KbAK%2BLmZ5dU%2Fzzsj9mDFSnFPpkmTVDEC4bY2kUvNUs1CX9JPwWxhqF5YOENlz%2FH2W3DdGf%2BSl1cOD8kaOE%2BmNn%2FOSri4Z0KLPrwz2MgQ%3D%3D
08-12 09:00_世运会射箭第五比赛日_射箭第五比赛日_全场回放（一）,https://migu.188766.xyz/play?migutoken=57326cc8f0348473c4b74020fbfc7a22&id=RTRsoDKwvYSlelqbrrE106qzVpJQlGoFzLfQd5rYFW%2BsV%2BPYDNq6gfeCmmbUw%2Br6g%2F6h%2BYFzKptBLyFFZ6YEWrY2FYftM4Mb2%2BV9ZaOJ%2BBSa%2B5HOMP8e%2BTS4qmnRqH%2BT006DXqhhJ8wepb1822KhwjbOercW99Wgsrc9PW1QkU0o0phKIW4T1HyaCyz%2FOBGetz9xLI0kEnVi1tA0I%2Fb4SOma9L8%2FjvhDwxBAa6iNxgI%3D&name=PGfTSCuPCZVvNQytO6P6pF7uooZLq4VYUgnM3LNkehd%2BnZNyvJUPTe4%2BmNtIRhNZcwLCET9onHz5UPMqEejOLlgfVDz0kdioM2fmxsmdTLNuEqreCYvffvXuYbDkHVkTriYQmDgwPlWG%2BiwcFhOeug%3D%3D
08-12 09:00_世运会 浮士德球第四比赛日_浮士德球第四比赛日女子、男子半决赛_全场回放（二）,https://migu.188766.xyz/play?migutoken=8c4135bd923cd2576aee7c824d345c64&id=Iz3rTN%2Bn%2Fhfx71un24MOmn1BRSDRGBkB05ALa0O%2BnXsM4xjevnC13sBndFQ%2FqlU%2B425Al7lYuy63yUNp0gxVsw3LL5AWZyhTm9KbKhRSpfi%2F2nf7cMDLRz1hVGETW03U%2B%2BLgwnHJxgAvzJu7fWAdGlFl1fAoLRTzA%2FmXPiF0hlDjHEdwv9QBYae7%2FQ8I28VE67cn6Du1J9LgiH3R%2FXyIknCFaeMNa4QnOiA5BhZm%2Bis%3D&name=6L82aHVfnLObwdKv898Bh1KETdSNUQ7s9ufhM2IAD0GML5KIwEKj41nbadMDvNyNtfArSFdgQ%2BV%2B3VJd%2FRg05Sf6CZzGopmxjK3IAkvJxe1bV89eLj%2BGdYYky%2F%2Bk8ribkgJHbNVayepEftGAX%2FP7394NOOv5F%2F2eVepVgGavrBQX%2BIXwoPy4V72U%2BO63PhPl
08-12 09:00_世运会 浮士德球第四比赛日_浮士德球第四比赛日女子、男子半决赛_全场回放（三）,https://migu.188766.xyz/play?migutoken=9094983836f2f9e54bcab149975a9363&id=5vv6rlea9%2F9jRxMwEwgshE2t6FSHgw%2Bdpq9d0%2FH1Y%2FAxErtNgPOAaJyyRwrZwumEBsrRFvcSOd%2BYudrdzajrCDgtD233AM3g3TihB7cSIOQZ3jyejRRU8DufFPfrLQrzc1N84EAr0r5zuc1sguMZPh97CColO5cP1jQtf7US6Zgqe9ZsOgTBT0F29uo54ODHkuJd7awI%2Fkk3QxdyPVJJ4Rbk2Yf1ByMYB%2BPC%2BNZU7DI%3D&name=sFHx2Icw3cnoZnh9zLPhOL79347HOo2XWxny9NvO2kEQWvwcG%2Brh0kt6e36UkxelU21zzpT6tz4pNVJozL4AjxAfk2GT754hoHr2ftynRUqq2IgkcoUdDKIPbmtj8szc96Wp78SZPHZreqrkpCwv6BteUVNQSMpR8Vs9yS3FwceyH1B5Bh%2Fy0WOEBQl0ITmw
08-12 09:00_世运会 浮士德球第四比赛日_浮士德球第四比赛日女子、男子半决赛_全场回放（一）,https://migu.188766.xyz/play?migutoken=c915404d5fe7b7c2a2d1fb7e009820d5&id=cIEY9DvFt6rU5yudwdk8QBwN00isgPSZ%2FBJoM5vs4qbLE4iwy7pmT7uzAP%2FQ2TVCe1qQXi6wIe1FpNSGDn3EVgPbqXh7QfxKXi4uVIFRct5WqQ87T5fiERwK6Xy1ZYwJBHCCPLCrlFmuzNVQN6A2qWy16fmhbKynJxMuwJ8T2k2oIMmq8aZ8Icuxri306kBctgtSdT3jlQXrvm1UkzC5A%2B5MAVKKgiKDjPxJuaFSMn8%3D&name=5cTnERBH7mVo4vUnkyjt%2BezzBdsQFayRqT%2FCsjdTe6RS8yDr9cjGDy%2BiNtOHK%2BeZmiUCxDP13BelrbJD0Z6n4VgBX6t5Hy506npsmeSP5Q9VOO5HzW0duSpdZPuu%2Fp82dkaoadyxDa10d8uBQv5BCcPiP%2BqGKD3zuev3kEqcG2w5QccMJTST71h1NRa4p5Nn
08-12 09:00_世运会 台球第三比赛日_台球第三比赛日女子、男子1/4决赛_全场回放（一）,https://migu.188766.xyz/play?migutoken=e90a42792b0bf7f5095bebf890430d0c&id=Q%2FRcg4TzmAvCUWQxkN8GeYehtOiex6nDXXAlw1VaKH%2BjxWNB5rU3zw3om%2BYrmaL3nNsEJfAVUo47xyPMv5QBUPUjKkHneWYn3O%2FxhSF85rMbg8ouo0hHDys5xPdWZbfl%2F%2BJhPJI%2BI%2B4pAOImLv7wA6O6nOol0D0xpR0fMV0QULEZXxFZA09C1Um3HL%2Fnzneengc%2Bq2bGNI18PEyVw2%2FfKilICT2LPxtaXmf91HOBkSc%3D&name=JPTnhu%2BafcRwUC9vvBARy4lRo0cTUWtowD6%2FrEJ0omvQ3MgMAQ1HhPGZr%2BZo%2FLa1SHHorl8PupvbONJ8VGKV%2BWvPbNQVmX2iWsebPJ2wwpIWn%2BM00jiojDmu%2FdnyaIDfBUyeGcRCDhA%2B6g3Q9gu9DhbEeqWli6zWLoNWd1D%2FYFsqg3o7F6V9Pa3IfLTbA9RX
08-12 09:00_世运会 台球第三比赛日_台球第三比赛日女子、男子1/4决赛_2025成都世运会全场回放：台球第三比赛日女子、男子1/4决赛（朱蒙）,https://migu.188766.xyz/play?migutoken=edd2385c71550b0fe3b76e420e21a3ee&id=5Nzay6V%2BMlZ45OkvCTLdPYQqY0nRaPaCAJCDt%2BpSphieN8vRn52XAuzUqeLHoqt17Y3aHzWKgr9LZjgQvVTYzCja5FgOZcxQR4rNFBr1VAIXE6MkRGud10WjkiYsXoJxagFcRo5RIExzbxBcJmeg8nrCNh68vtWiSxRlauXIhuLkRpJ%2FKPD9X1DiH2ngycOAGmTDCrGR2BQ%2BCQGJszYW9oyVknbfcNcDXiLVZLn%2BNy4%3D&name=iM7yKEwjkaCBlJIsGRK%2FBx6tk01xs7PS%2F20X95imL6KOuaLJkn7IFTvh6ipH15g0mWxyMrUmHtCW01adhhhb6egupX4XL%2B9lc96OacxkEsyC6mLk6l4qllrIdjDpJFqvfszQEkYtjwKBpHpmEHtRdBc0IgRzxm9Q24dPgIHtJ19dq3QvmTDqVaSfFB5odp9JBZs6Xcaj6mzJ2JcVPdkoVgpn5ViEXQvL3Sckdc3ZCYEnGSnH6H%2FO%2FLdMIBDpN%2FHvHFa0CSVPha1wQchw9ZsTPg%3D%3D
08-12 09:00_世运会 台球第三比赛日_台球第三比赛日女子、男子1/4决赛_2025成都世运会全场回放：台球第三比赛日女子、男子1/4决赛（二）,https://migu.188766.xyz/play?migutoken=589cf661ef9059353021563038184f0d&id=GvvFklwXAFUUk4PJ8TRrSc0ayNE4Zi%2BhnF5P23z81zFx8Yj%2FEpHNTKD4YV3cqKWuUE8Jwy1Rnln22dZVCsSfDOy7sKYEG%2FEzzckGNOvlD8%2F6UYukAmhaquxbpCGmA%2F%2F3LiGxWgVLxmeDHYwXN1ipPEIe8n4G1eZ8GT4itQo6i9Uh%2FYQ0ViNvJdwSmSvkpOytFuJdgEY5g0ufAqcIZ%2BdNXFVCu6nIWi6i5vDd3xkiq2U%3D&name=i%2FSaX6exQV05gJiEz9%2FaXhRXiYWvqyG41VK5UwRt3ReBC4VWif6qcOhzMDszazx%2FpBajPeurOVJ2K22ay3tbhzna4neek9qmj06x5sfywSPeAn2J%2Becb2UQ%2BljXB0gba2TwkqLa6pYyuJjTUSuehNJDS6FPNB2Q6f83bqgOccqUQpAziFU9MDHmSM5L1195QIJ7fHcIkdqNHiexkQUWaAgxM8Wbe6L2XVcjA8ZP15PmQjBiHLYn%2F25NptiqLsxaDOmgkRbGm4JBH33AxCDykAA%3D%3D
08-12 08:00_全国总决赛_NYBO青少年篮球公开赛_全国总决赛第2比赛日,https://migu.188766.xyz/play?migutoken=0d5daca231e2e63731c26acdad6d4fc3&id=PaahAOfEiHqsmosBEuw6q%2FG%2BghAh4%2BvLWtF2627z4OrN6YFMUaA5sTb5EEYPZdbbLCuyj93%2FqrpNj6CprViwj5BY%2B9tQSguvgOpNO%2FmhnQ44vQH%2BqyCk9MZKqfrNf%2FMwee5lR0iP9o95ztUoPec40umbRymcOG4xfHzFEjjM1IvPLuERKqkjWOEV0CvW6UJ%2FxrRt3VZvbeSaeuplOMP6BACQOMumYPr4gE8%2FkzAUp%2FC8FrhgPtxJH67Dpc5L14qKagNdtOwaBemsIfFiNXF6gh8wCGe%2ByEm5loG0uhdebh0%3D&name=9RNjlskRA3MnbWd%2FFCZrgmPxs2vja7CFmTYg4S9s0%2BweophAaa8vpXC2Cm2EFocPC6IOL2EQKsRoqMJQ0NS8ouZ1GQtew3T%2BDfW%2BdTYWwDw4Jw07TPo5MH4N3DkL6Wkcyw3NuucLt4PV3x2SRJsFaw%3D%3D
08-12 08:00_世运会 速度轮滑第一比赛日_速度轮滑第一比赛日_全场回放,https://migu.188766.xyz/play?migutoken=9f12f3893d25dac1b44462b8c1b41913&id=B8Ok9bFMlAUbFp6IN9yBzdMf19zZu2qyjecDD%2FTjxpjzwyDLHeMV5jtutv%2BcUfI8MFjykmg0l2fN6Hzr2enwLGS9x76iHyseD1W%2FafwkYXMrAeeCPfqNSiEkp6T0bynKiZ0%2FDlaIs%2B027T4zrDIoxbChN%2F0ZeWHMjMgx%2FnCoRv7ZpsdluXB1wfNXfOYL6vvfNpbjmuhL%2B0d83Txhvf1PLG1gwKfHdzBXSXwmdnp4U%2Bg%3D&name=NJNCxSb0BeWFsyCVeAC4tqoxIN8zVhsvMPcSQDPX1vEpKIUtu9KifW8yDZEc2SmsRs7%2Blxgf1EuUXhKfhOIdkiKW9N67vSghM1aMVNKz5JtBbaPVzYoxR05Y4k2vMZWdRou2RGudwRNQZzspITWxBg%3D%3D
08-12 07:05_WTA1000辛辛那提站1/16决赛_伊藤葵vs凯斯,https://migu.188766.xyz/play?migutoken=7e85801b42e24ff7d2922487f48ed2c4&id=Ath140yyMFZujHlfh48Xac7cuVws9OmHSWKyyAYSoyLFrPpaSxduGUfIhEUi5yxVF3j1fN7YdZoGhGoXQDQlrPacviullncnZMqikCMa4%2FjH7Q7cUrBe4QZX28ABKjLdhMf6%2FtCUMBeowVM1GcqCz9Pb2nF4DVuf0zHMQ8RQmHR2DB1DMnBjmTtN%2FTeeX18ksYXB9RhRk%2FX1pfyyuWod6LZ7osbqiBYxRy%2BkIDReD7LJb3MiB39G%2BlRYuHYfAzfJCdVkS%2BKZdmiGAl0PtFiAzvLGO7EZcZuVDttVCG9PXSs%3D&name=FyZvxgWXaK%2B5TnfcdIr5U7hdMEtiBm2Qq%2BEefImk2KDIVSbPtOv%2BKwN%2BgWgBfVcI7PFAueKM7DNAhvF1dUAUZnwdWhEDjtE3i4BIQekAs9DsYE5MYDQuliCEB%2BsoP1P4
08-12 07:00_WTA辛辛那提站：萨巴伦卡2_1拉杜卡努 莱巴金娜晋级_萨巴伦卡2_1拉杜卡努 莱巴金娜晋级_[回放]萨巴伦卡2_1拉杜卡努（英文原声）,https://migu.188766.xyz/play?migutoken=1263f8223980b1415e657d12405c89e9&id=UijjvhbRtyaBG1dW%2F%2BMwRA5MooXji7C%2B4s4U0twqEDrzrc5PHmRMe%2FAZo8jXyuSigvOzOHHlVNQ4c14ymdkpA6knFvTcYM1ISLpEADqyK71ykB0KO8TFnFJyCya9KW2Aj5vGgGIuwiSgld%2BXJkTX5P1oQAbf6mM84u4E4nUEIOX8%2FdljJAdygbRHLdsIRC%2FOiL6FymIBtbivg2wcfj8VsrGQUz9FSX9Oy3mOtnLyth0%3D&name=42i9llzrEetKpvV8G%2F1rkaVrO38UBw6WeITkVtVv0R4TLS5sh2ittI2JFPC6%2BwBtduErsdvdQ8PQCziunKQduMbq9yAZ5Cd84ro%2FyPzsvod7YmARwtC%2FmLLpbB9HlhtQYLLDqBXXiQsEzdBvuSx3Z8RddtWeoLjKxAIv1fuoEYtCBzlSgwS8T8aNE3U%2BEYOble%2BVc09ZbqjClS8qktNKFuBBKE44qS0bsjHObj2kU5Hh9YsGCIrdPYShZrgIeJHyMaNeyi301BTWRBPkn6Ys3A%3D%3D
08-12 07:00_WTA辛辛那提站：萨巴伦卡2_1拉杜卡努 莱巴金娜晋级_萨巴伦卡2_1拉杜卡努 莱巴金娜晋级_[回放]萨巴伦卡2_1拉杜卡努,https://migu.188766.xyz/play?migutoken=4fab7b19f39c06482ac343e276684aa7&id=goSrE4aSWh82C9kXbyep3AuVCi88AJpvvEe0q6OpbKtucs3p%2Fqo1MN%2FBr3BE1osYV3bBbVXIpwQo4XN6J6zZQWK%2Bia8CBYO%2FM2m6jquWarV6h68KZd5YGS06N7ZAMLyzbe6SISHokikJC34sukwYE8%2BdHN6Ux58e%2BbLjzyFQ%2F3Mts%2Fcv4KUFkW5FKRrhJafuXjdN2vviKHL%2FeOCOB5KhUmkLCOllLs1l0zoOkHXmDI8%3D&name=uY8XMeLC237k%2FnwfQJA8riVMRvukkvcgXboVIGr4ToMAq5WuEU6RVCg7Cqtz4lUpdk67Lt6FHfEhcsrM%2FPqF%2BlKbPE%2BYqFs3vxMbzEa8tpxWTYMt8X%2F6R7gwMKpuammHny3eMNZqvVTjFIvm7PBsNJs%2B64ggZLi25wbEL3x%2BWAO2NR%2F1E9faiEVE9z7lYSeaQ3K35Pk0zydd4K5OuToOEpyGOdAvGuMwyUqLr8w3hzviJ%2BV9X%2BnycSfDUlI0Fok%2F
08-12 07:00_WTA辛辛那提站：萨巴伦卡2_1拉杜卡努 莱巴金娜晋级_萨巴伦卡2_1拉杜卡努 莱巴金娜晋级_[回放]莱巴金娜2_1梅尔滕斯（英文原声）,https://migu.188766.xyz/play?migutoken=28ec6b64d56084259301f41cec200c4f&id=i9qmj4LI3Z82dp1OS4N7JQMSHoFbPN%2BXqFTCotToPeSNW589PewNgV6yCkSVwsonaDF%2BpsDRzEgmYCaqE8TrJhiX4dcy1zGL%2FdEVZjMeWBSQmUiWtInGV6lZ3IG6whuo2QJ5OSL1XT1ldj6qOnnYc9OPQYgf9lNOn3FLLQ3j4WNkpGH7DvCNE%2F6oGSJxpt3ia5Z%2FKomXDvULOLL3zQ6F262wofL33M7Xo%2BkpeDq7%2BlY%3D&name=39WYMNMfuOcX6FD0AX7hrBAZkelKbgPqx7JmNGecB54GzCBgt8AGGhyv1rdgCVk9lux6Bahdsn542e59AFrvWpzUey%2BcjVWB0Ru%2BiQySk7hjR35Ki1rXqhAeFvK%2FH4d154g6VpOiQOQV3y6XvuuJ5qbxDVghqiKrotfu7oeq5f0voGNFo7W6LR4R7lGAPOvjnmooRwVVifG%2FLfikpoLnqONtqL8xUtT%2BFXRtgi66k7HLdYXTZqfXLRS561wlKrnDa6P77MP%2FDkPfBl6Z2XvyTA%3D%3D
